id;Name_User;Date_Comment;Type_Comment;Number_Likes;Text;Hashtag;Language;Reaction
219;StrivingMuslimah;2018-03-16T01:47:34.000Z;Comment;49;Is anybody else doing that school voting thing for March madness? That's where I came from😭;null;en;joke
220;Borgish;2018-03-25T03:35:27.000Z;Reply to StrivingMuslimah;0;Me too!;null;en;joke
221;Ainara Diaz;2018-03-27T09:48:16.000Z;Reply to Lulu Velazquez;0;Lulu Velazquez thkp;null;en;neutral
222;rusdi ichsani;2018-03-14T15:22:33.000Z;Comment;0;i am from indonesia, if i listening this song , i want dance.;null;en;positive
223;a7mad nbhan;2018-03-14T09:30:37.000Z;Comment;0;Their voices 😍;null;en;positive
224;John Doe;2018-03-14T03:37:38.000Z;Comment;0;No clue wtf their saying but i like it!;null;en;positive
225;SAM wickramatunga;2018-03-13T15:23:56.000Z;Comment;0;Love this song so muchhh.. I hear it every morning... Love it alottt;null;en;positive
226;Jenna Vallely;2018-03-10T09:44:51.000Z;Comment;0;Love this song;null;en;positive
227;Maya Delatorre;2018-07-25T17:19:48.000Z;Reply to LuLu Juguemos Games Baby;0;I dedicate this song to XC 21 01;null;en;positive
228;Reginaldo Campa;2018-03-06T23:08:13.000Z;Comment;1;I like the song 🎶 very much and also I don't know what say the song.;null;en;positive
229;Kapandu Mukova;2018-03-06T23:00:17.000Z;Comment;0;this  song  touches  my heart  wish  someone  can  translate for  in English language;null;en;suggestion
230;TdotFerreal;2018-03-06T22:43:12.000Z;Comment;0;Someone translate the best part for me. My girl thinks I can understand!!!!😂😂;null;en;positive
231;Melissa Abigail Razo Regalado;2018-03-06T00:35:31.000Z;Comment;0;The best music;null;en;positive
232;Nahiara Ochoa;2018-03-06T00:31:47.000Z;Comment;0;Hermosa cancion 😳😳😳😳😳;null;en;positive
233;jesus madrigal;2018-03-06T00:14:43.000Z;Comment;0;This is my favorite song it is the best 😄😅😁😆;null;en;positive
234;Sebastian 2 Vlogs;2018-03-06T00:12:52.000Z;Comment;2;Thak you maluma😀😀😀😀;null;en;negative
235;Joicelin Burgos;2018-03-04T00:22:28.000Z;Comment;0;is realy golf....😑😍😐😎;null;en;negative
236;Luis Juarez;2018-03-03T18:26:10.000Z;Comment;1;Wou;null;en;neutral
237;Vitória Soares;2018-03-01T14:19:13.000Z;Comment;0;Lá mejor cancion..;null;en;positive
238;jesus madrigal;2018-02-28T12:59:23.000Z;Comment;0;This song is the best;null;en;positive
239;Maira Marquina;2018-04-03T19:56:02.000Z;Reply to esskeetit esskeetit;0;the crazy dog hombo brf;null;en;joke
240;leonel ernesto;2018-04-03T01:25:54.000Z;Reply to esskeetit esskeetit;0;the crazy dog hombo  . tienes razón;null;en;joke
241;Paulina Puente Mancera;2018-02-26T11:39:14.000Z;Comment;0;This song reminds me of the precious vacations I spent with my beloved godmother Tona <33333;null;en;positive
242;jesus madrigal;2018-02-24T14:58:43.000Z;Comment;0;I love this song;null;en;positive
243;Kaylee sanchezArmy;2018-02-22T04:03:55.000Z;Comment;0;I love this song I love reggeaton;null;en;positive
244;arlett ortega;2018-02-19T00:43:24.000Z;Comment;0;H8 this song;null;en;negative
245;claud kid;2018-02-19T00:02:55.000Z;Comment;0;hermosa cancion  :3;null;en;positive
246;Hardik Rai;2018-02-18T10:11:18.000Z;Comment;0;I didn't understand a single word but still this song is amazing❤️🖤;null;en;positive
247;Juan Rivera;2018-02-17T04:40:56.000Z;Comment;0;From the US mate;null;en;positive
248;Zara Crespo;2018-02-16T15:16:25.000Z;Comment;0;Cancion hermosa;null;en;positive
249;Natalya P.;2018-02-15T21:07:28.000Z;Comment;0;OMG! The better playlist por dioooos!;null;en;positive
250;Rowana Brown;2018-02-15T16:06:45.000Z;Comment;43;I don't even speak Spanish and I love listening to this song. I am going to learn the words!;null;en;positive
251;free estate yeet;2018-02-23T16:27:42.000Z;Reply to Rowana Brown;1;It’s better to sing this in Spanish than English;null;en;positive
252;Matthew Henson;2018-02-15T00:10:47.000Z;Comment;0;Just an English comment passing through;null;en;neutral
253;Mirta Coceres;2018-02-20T23:43:17.000Z;Reply to Andrea Antillon;1;Andrea Antillon;null;en;neutral
254;DRUMMER 561;2018-02-13T16:39:04.000Z;Comment;0;1.25 speed tho.;null;en;neutral
255;lissette mendoza;2018-02-11T21:12:54.000Z;Comment;0;Hermosa cancion 😗;null;en;neutral
256;Nany estefany Huanio guerra;2018-02-11T04:09:36.000Z;Comment;0;Hermosa cancion ...❤❤;null;en;neutral
257;Gonzalo el pro delgado;2018-02-11T01:02:01.000Z;Comment;2;Ana;null;en;neutral
258;Suny Martinez;2018-02-10T20:45:25.000Z;Comment;2;Hermosa cancion 😍😍😍;null;en;positive
259;Minh Hoang;2018-02-09T17:18:07.000Z;Comment;0;10/2/2018 Đã ghé vào nghe và bài hát thật sự rất hay 😙;null;en;neutral
260;Anchy Moon;2018-02-08T21:56:11.000Z;Comment;0;Where is that bridge !??!??!? :D;null;en;neutral
261;Nathaly Nole;2018-02-08T20:08:51.000Z;Comment;1;OH MY GOSH THAT SONG IS SO CUTE;null;en;positive
262;Fernanda Cano;2018-02-07T22:42:54.000Z;Comment;0;The amo  Carlos   Gives😘😍😘😍😘;null;en;joke
263;A R M Y B L I N K;2018-02-14T02:16:27.000Z;Reply to Renee López;0;Renee López *cancion.  *hase;null;en;neutral
264;Dark Motion Studios;2018-02-04T22:17:26.000Z;Comment;0;I love this son.;null;en;positive
265;Mari Carmen;2018-02-09T19:09:54.000Z;Reply to Griselda Coronel;0;tonta;null;en;negative
266;Mayra Alvarez-Farias;2018-02-03T14:40:27.000Z;Comment;0;This is my song right here;null;en;positive
267;Francisco Ortega;2018-02-02T01:56:30.000Z;Comment;0;Barely know any spanish, but i love this song!;null;en;positive
268;Nouri keddadi;2018-02-01T15:24:58.000Z;Comment;0;Don't understand a word but the song is so beautiful bravo👌;null;en;positive
269;a kal;2018-01-31T21:28:30.000Z;Comment;0;although , i don't speak Spanish . the joy of this song gives me a chills and shivers viva Latina ....;null;en;positive
270;Luis Hernández Iriarte;2018-01-31T13:34:28.000Z;Comment;0;Whuo;null;en;neutral
271;kikira Kings;2018-01-31T03:19:06.000Z;Comment;0;I really love this song, not just this song an the rest u have made love it all. Lol 😍😊😊😊😍;null;en;positive
272;Petra Dolenc;2018-01-30T21:48:34.000Z;Comment;0;I am obsessed with this song <3 Que letra fenomenal!;null;en;positive
273;Whyou Wannaknow;2018-01-29T07:49:23.000Z;Comment;0;this Carlos Vives creeps me out, he seems to try too hard to look happy and cheerful.;null;en;negative
274;depressedlittleunicorn 97;2018-01-27T06:33:58.000Z;Comment;0;This song brings me to tears and i dont know half of the words they're saying;null;en;positive
275;Chicken clippin;2018-01-27T00:15:56.000Z;Comment;0;Just an English comment rolling through...;null;en;neutral
276;karla flores;2018-01-26T02:54:16.000Z;Comment;0;This song is beatifull;null;en;positive
277;Santi 1830;2018-01-25T19:36:01.000Z;Comment;0;pinche cancion qlera;null;en;neutral
278;Hoang Skylar;2018-01-25T17:18:57.000Z;Comment;0;I found out that Latin songs are so good <3  i really want to learn Spanish. :3;null;en;positive
279;Caroline Verver;2018-01-25T13:40:23.000Z;Comment;1;the best!!!! I love it!!!! <3 <3 reminds me of all my beautiful memories in Colombia <3 .;null;en;positive
280;Anairis Blanco;2018-01-31T15:52:43.000Z;Reply to mia Yñiguez unicorn;0;toto;null;en;neutral
281;Johanna P;2018-01-22T10:26:54.000Z;Comment;1;This song is the best! I really really love the beat, it makes me happy. And I also like the lyrics and the Video! I think the Video is somehow different and creative in a very good way.. I want more songs like this!!! :D;null;en;positive
282;Vanessa Cruz Coria;2018-01-19T02:45:02.000Z;Comment;1;Necesito más canciones que me hagan sentir como esta. // I need more songs that make me feel the way this one does.;null;en
283;elizabeth garduño;2018-01-17T19:47:42.000Z;Comment;0;Me encanta esta cancion the;null;en;positive
284;Mckee Ward IV;2018-01-14T15:39:38.000Z;Comment;0;It’s cute how the couples feel in love. 💗;null;en;positive
285;Callahan Suave;2018-01-14T00:27:14.000Z;Comment;0;No idea what they’re saying but I can dig it.;null;en;positive
286;Janie Vazquez;2018-01-12T18:20:59.000Z;Comment;1;💖💕💕🎶lv it!!! 😜😚😚😚2018;null;en;positive
287;Jherlene Cargill;2018-01-11T19:03:26.000Z;Comment;0;What the hell is going on with hispanic that it's just hit after hit with all different artists... people that I'd never thought would colab.... I am out of it!!!! I am in love with all of them!!!;null;en
288;frisk undertale;2018-01-18T17:02:05.000Z;Reply to THORWELL;0;THORWELL    yo XD;null;en;joke
289;Mamà Manda;2018-01-18T02:25:59.000Z;Reply to THORWELL;0;THORWELL aqui;null;en;neutral
290;Alicia Hampton;2018-01-11T03:46:31.000Z;Comment;0;Beautiful....thank you for that song.;null;en;positive
291;Sandra Caiza;2018-01-09T21:04:54.000Z;Comment;0;Hermosa cancion 😍😍;null;en;positive
292;Lizette 80;2018-01-08T15:15:22.000Z;Comment;6;~El poder de un beso dado con amor real, the power of one kiss~;null;en;positive
293;el friki paz;2018-01-08T13:47:28.000Z;Comment;0;Pero she don :t a fo;null;en;joke
294;el friki paz;2018-01-08T13:47:02.000Z;Comment;1;Pero she don "t fo;null;en;joke
295;Cassandra Kozyakova;2018-01-06T22:39:26.000Z;Comment;0;I fell in love with this song! <3;null;en;positive
296;Laura Fifer;2018-01-06T14:42:31.000Z;Comment;0;I love this man!! And your beautiful music. You bring me joy, especially when i just lost my mother. Your song reminds me of her love.;null;en;positive
297;Raniya Mahdi Imad;2018-01-05T10:53:09.000Z;Comment;0;Absolutely love this song!! ❤️;null;en;positive
298;Amy Sullivan;2018-01-05T05:01:18.000Z;Comment;22;Love this song. AMY SULLIVAN From Louisiana;null;en;positive
299;Jorge Ramirez Figueroa;2018-01-04T06:07:49.000Z;Comment;0;Just an English comment going by;null;en;neutral
300;wolf vs fox;2018-01-03T01:59:56.000Z;Comment;3;I LOVE THIS SONG;null;en;positive
301;amy amy;2018-01-02T17:04:17.000Z;Comment;0;@1.36 which is this place?? Anyone? Which country! So beautiful....  Love the song!!!😍😍😍;null;en;positive
302;Rodrigo;2017-12-31T06:35:21.000Z;Comment;0;CANCION RECEPCION 2018 MAN;null;en;positive
303;mburak'z Gintink;2017-12-30T14:48:58.000Z;Comment;0;thanks you;null;en;positive
304;amanda lmao;2017-12-29T07:54:36.000Z;Comment;0;i'm really out here cryin ... i  really Am;null;en;positive
305;Jhonatan Caicedo;2018-01-02T03:31:57.000Z;Reply to Alejandra Alcala;1;Hermosa cancion..!!;null;en;positive
306;Reyna Castellano;2017-12-27T18:31:58.000Z;Comment;0;Love this song and do not forget people when you here this song gibe a thumps up and remember love people who really love you to.😘💖;null;en;positive
307;Yuliana Azpeitia Cruz;2017-12-27T17:29:39.000Z;Comment;0;I love this song 😍😘😗😙😚💓💓💗;null;en;positive
308;Annais Novoa;2017-12-27T15:40:09.000Z;Reply to ani geronimo;0;annais novoa;null;en;neutral
309;Victor Hembrom;2017-12-26T19:02:31.000Z;Comment;22;I don't know Spanish but this song is very uplifting and leaves me with a smile with a slight tear in my eye;null;en;positive
310;camila lucero xd;2017-12-26T17:37:58.000Z;Comment;350;Hermosa cancion 😍😍😍;null;en;positive
311;Joe S. Ibanez;2017-12-26T00:54:27.000Z;Comment;0;It is clear why latin america is trending on you tube most played videos accross the globe. Latin music and ifluence worldwide is reaching every soul on this planet.;null;en;positive
312;María Angélica Porras Manrique;2017-12-25T14:12:08.000Z;Comment;0;RED!!;null;en;joke
313;Thomaz Ahualli De Sanctis;2017-12-25T13:13:02.000Z;Comment;0;The little boy looks like Fernando torres, hahaha;null;en;joke
314;Jorn H;2017-12-24T23:12:54.000Z;Comment;0;This is so cute;null;en;positive
315;Leticia Lopez;2017-12-24T01:10:54.000Z;Comment;0;I love this song;null;en;positive
316;Iker Josue Rosero Nazareno;2017-12-22T17:49:24.000Z;Comment;0;Hermosa cancion ❤❤💗;null;en;positive
317;Mundo Epico GTA 5-World Stunt;2017-12-21T00:34:22.000Z;Comment;0;What? 1:57;null;en;neutral
318;Derek Zuzunaga;2017-12-19T22:00:47.000Z;Comment;0;music like this makes me want to fly to Colombia and never come back;null;en;positive
319;AGGI D;2017-12-19T01:29:06.000Z;Comment;0;It'd be nice to know what are the singing and the story they told here. Can someone translate this, please?;null;en;suggestion
320;Danna Cattan;2017-12-17T16:44:53.000Z;Comment;0;I love this music;null;en;positive
321;Hamid Allam;2017-12-17T09:48:04.000Z;Comment;0;woow my god finally i found this song ' kind regards;null;en;positive
322;Aditya Patil;2017-12-16T14:34:43.000Z;Comment;0;This song brought tears to my eyes!!Can't say anything. This song is above everything!!;null;en;positive
323;N T;2017-12-16T03:39:25.000Z;Comment;0;i have no idea what this song is about, but it's music to my ears.;null;en;positive
324;Jaime Lopez;2017-12-16T03:27:53.000Z;Comment;0;THIS SONG IS TRASHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHH;null;en;negative
325;David Lo;2017-12-15T21:13:16.000Z;Comment;0;Gosh dam this is a good song;null;en;positive
326;Hamid Allam;2017-12-15T15:13:32.000Z;Comment;0;i saw the people very happy with that melody;null;en;positive
327;French Doge;2017-12-14T03:30:36.000Z;Comment;0;Why do I relate to the kids part of it...;null;en;negative
328;Millie Miralda;2017-12-14T02:05:55.000Z;Comment;0;IVE NOT 2 B RTHE DRUNKEN 4 THEEEE B THE DRUNKEN;null;en;joke
329;Millie Miralda;2017-12-14T02:03:36.000Z;Comment;0;FUKIN LOVE THIS SOHNG TOOOO;null;en;positive
330;Alcides Gomez Castro;2017-12-13T15:51:29.000Z;Comment;0;Cancion  bacana;null;en;negative
331;Gloria Gutierrez;2017-12-12T02:05:21.000Z;Comment;0;Not sure why but this song made me cry;null;en;positive
332;Cindy Verdugo;2017-12-13T02:25:56.000Z;Reply to Igna 07;0;The Igna07 que p2;null;en;neutral
333;Julio Olivera Moreno;2017-12-10T23:50:05.000Z;Comment;0;🔥 📹 🙉 👍 👌 💰 🍷 🌲 🎄  😹  WOW I just won an iPhone 8 on this giveaway.  💜 ⭐️ ⚡️ ☝️ 🥂 🥃 lnkapple8Rk_I;null;en;neutral
334;Julio Olivera Moreno;2017-12-10T23:50:02.000Z;Comment;0;🔥 📹 🙉 👍 👌 💰 🍷 🌲 🎄  😹  WOW I just won an iPhone 8 on this giveaway.  💜 ⭐️ ⚡️ ☝️ 🥂 🥃 lnkapple_5I0_;null;en;neutral
335;maria morales;2017-12-10T02:52:01.000Z;Comment;1;hermosa Cancion♡♡♡;null;en;positive
336;Amber ellis;2017-12-09T20:06:40.000Z;Comment;0;Why does Caro look like she doesn't want to be there;null;en;neutral
337;ROBERTITOMASNA ROJAS MORAN;2017-12-09T16:22:28.000Z;Comment;0;Hermosa cancion <3;null;en;positive
338;V H.;2017-12-08T19:17:06.000Z;Comment;0;This is my absolute favorite song! It's been on repeat for DAYSSSSSS!!!! 😍😍😍 ❤❤❤;null;en
339;Iago Campos Elvira;2017-12-15T21:59:40.000Z;Reply to Top 1;0;Andy;null;en;neutral
340;a. surburbancrack2;2017-12-06T22:49:56.000Z;Comment;0;This is now one of my fav songs anyway lets see if there is english comments;null;en;positive
341;Maggie Alcantara;2017-12-06T18:23:37.000Z;Comment;0;I love this song and video, it's so sweet!!! <3 mas amor!;null;en;positive
342;Wolfgirl#2007 Wolfgirl#2007;2017-12-06T02:19:51.000Z;Comment;1;Love so cool like  it and if you  love  do not  cat like you don't;null;en;neutral
343;Ivan Rafael Perez Nuñez;2017-12-14T04:12:58.000Z;Reply to ANGELiTO FDEZ;0;Rey An;null;en;neutral
344;DiscomovilGuacharaka;2017-12-06T01:13:20.000Z;Comment;0;this is the best song other than despacito;null;en;positive
345;BLESSINGS MWANZA;2017-12-05T11:17:36.000Z;Comment;0;I don't even know what this sing means but i know I love it;null;en;positive
346;ethem erdogan;2017-12-04T20:28:37.000Z;Comment;0;This song really speaks to me.;null;en;positive
347;Alice Bukoswi;2017-12-04T19:14:37.000Z;Comment;0;Thank you amiga;null;en;positive
348;Amaru Paredes;2017-12-04T18:13:46.000Z;Comment;0;The music is Very Cute;null;en;positive
349;Base Naval;2017-12-04T08:47:18.000Z;Comment;0;💓🏅🎸   Vídeo sexual de Charlize Theron http://videoleek.cf/n__79;null;en;negative
350;Base Naval;2017-12-04T08:26:56.000Z;Comment;0;🖤👌🍄   Vídeo sexual de Charlize Theron https://www.youtube.com/watch?v=cWTjcdtIWjA_Fj86;null;en;negative
351;gheorghe ionel;2017-12-04T07:49:12.000Z;Comment;0;😁   Videoclipul lui Charlize Theron https://www.youtube.com/watch?v=btbmtFH0eEgZ_8L_;null;en;negative
352;Estació Hidrográfica Pampatar;2017-12-04T02:17:36.000Z;Comment;0;🚬   Vídeo sexual de Charlize Theron https://www.youtube.com/watch?v=dfDSdorBNzg_gC__;null;en;negative
353;Estació Hidrográfica Pampatar;2017-12-04T02:13:21.000Z;Comment;0;🦋   Vídeo sexual de Charlize Theron http://videoleek.cf/CvUcT;null;en;negative
354;Estació Hidrográfica Pampatar;2017-12-04T02:13:13.000Z;Comment;0;🦋   Vídeo sexual de Charlize Theron http://videoleek.cf/brxRh;null;en;negative
355;Alfredo Melian;2017-12-04T02:10:33.000Z;Comment;0;😂🛀🏽   Vídeo sexual de Charlize Theron https://www.youtube.com/watch?v=sVus91mdfbE_FL04;null;en;negative
356;Alfredo Melian;2017-12-04T02:10:28.000Z;Comment;0;😂🛀🏽   Vídeo sexual de Charlize Theron https://www.youtube.com/watch?v=sVus91mdfbE8_8_Y;null;en;negative
357;Alfredo Melian;2017-12-04T02:10:19.000Z;Comment;0;😂🛀🏽   Vídeo sexual de Charlize Theron https://www.youtube.com/watch?v=sVus91mdfbE_4bFX;null;en;negative
358;Alfredo Melian;2017-12-04T02:10:09.000Z;Comment;0;😂🛀🏽   Vídeo sexual de Charlize Theron https://www.youtube.com/watch?v=sVus91mdfbEa__Bd;null;en;negative
359;Estació Hidrográfica Pampatar;2017-12-04T02:08:58.000Z;Comment;0;🌽🍷🍾   Vídeo sexual de Charlize Theron http://videoleek.tk/k__cC;null;en;negative
360;Estació Hidrográfica Pampatar;2017-12-04T02:08:58.000Z;Comment;0;🌽🍷🍾   Vídeo sexual de Charlize Theron http://videoleek.tk/y_JHz;null;en;negative
361;Estació Hidrográfica Pampatar;2017-12-04T02:08:50.000Z;Comment;0;🍆🏦   Vídeo sexual de Charlize Theron http://videorec.gq/nEe_v;null;en;negative
362;Estació Hidrográfica Pampatar;2017-12-04T02:08:50.000Z;Comment;0;🍆🏦   Vídeo sexual de Charlize Theron http://videorec.gq/TsXsx;null;en;negative
363;Alfredo Melian;2017-12-04T02:06:53.000Z;Comment;0;😂🛀🏽   Vídeo sexual de Charlize Theron https://www.youtube.com/watch?v=Mtau4v6foHALLC_u;null;en;negative
364;Alfredo Melian;2017-12-04T02:06:53.000Z;Comment;0;😂🛀🏽   Vídeo sexual de Charlize Theron https://www.youtube.com/watch?v=Mtau4v6foHAhdR1_;null;en;negative
365;Alfredo Melian;2017-12-04T02:06:47.000Z;Comment;0;😂🛀🏽   Vídeo sexual de Charlize Theron https://www.youtube.com/watch?v=Mtau4v6foHAI_D__;null;en;negative
366;Alfredo Melian;2017-12-04T02:06:45.000Z;Comment;0;😂🛀🏽   Vídeo sexual de Charlize Theron https://www.youtube.com/watch?v=Mtau4v6foHA7_tb_;null;en;negative
367;Alfredo Melian;2017-12-04T02:06:44.000Z;Comment;0;😂🛀🏽   Vídeo sexual de Charlize Theron https://www.youtube.com/watch?v=Mtau4v6foHAbz_ng;null;en;negative
368;Estació Hidrográfica Pampatar;2017-12-04T02:03:52.000Z;Comment;0;💞   Vídeo sexual de Charlize Theron http://videorec.ml/____D;null;en;negative
369;Estació Hidrográfica Pampatar;2017-12-04T02:03:48.000Z;Comment;0;💞   Vídeo sexual de Charlize Theron http://videorec.ml/0jKsK;null;en;negative
370;Alfredo Melian;2017-12-04T02:01:12.000Z;Comment;0;⚡️☝️   Vídeo sexual de Charlize Theron http://videoleek.ga/__x_e;null;en;negative
371;Alfredo Melian;2017-12-04T02:01:04.000Z;Comment;0;⚡️☝️   Vídeo sexual de Charlize Theron http://videoleek.ga/zi1S_;null;en;negative
372;Alfredo Melian;2017-12-04T02:00:53.000Z;Comment;0;⚡️☝️   Vídeo sexual de Charlize Theron http://videoleek.ga/5_0Y6;null;en;negative
373;Estació Hidrográfica Pampatar;2017-12-04T01:56:21.000Z;Comment;0;🏳️‍🌈😄🥇   Vídeo sexual de Charlize Theron http://videoleek.gq/kH0_D;null;en;negative
374;Estació Hidrográfica Pampatar;2017-12-04T01:56:21.000Z;Comment;0;🏳️‍🌈😄🥇   Vídeo sexual de Charlize Theron http://videoleek.gq/__JLX;null;en;negative
375;Alfredo Melian;2017-12-04T01:49:04.000Z;Comment;0;⚡️☝️   Vídeo sexual de Charlize Theron http://videoleek.ga/x_uK7;null;en;negative
376;Estació Hidrográfica Pampatar;2017-12-04T01:44:36.000Z;Comment;0;🍻   Vídeo sexual de Charlize Theron http://videoleek.gq/CuyE7;null;en;negative
377;Estació Hidrográfica Pampatar;2017-12-04T01:44:36.000Z;Comment;0;🍻   Vídeo sexual de Charlize Theron http://videoleek.gq/_Y4__;null;en;negative
378;Estació Hidrográfica Pampatar;2017-12-04T01:44:35.000Z;Comment;0;🍻   Vídeo sexual de Charlize Theron http://videoleek.gq/__tke;null;en;negative
379;Academia Militar Guardia Nacional Bolivariana;2017-12-04T01:19:00.000Z;Comment;0;⭐️   Vídeo sexual de Charlize Theron https://www.youtube.com/watch?v=GMFewiplIbwz_k_U;null;en;negative
380;Academia Militar Guardia Nacional Bolivariana;2017-12-04T01:18:48.000Z;Comment;0;⭐️   Vídeo sexual de Charlize Theron https://www.youtube.com/watch?v=GMFewiplIbw7_k37;null;en;negative
381;Academia Militar Guardia Nacional Bolivariana;2017-12-04T01:18:43.000Z;Comment;0;⭐️   Vídeo sexual de Charlize Theron https://www.youtube.com/watch?v=GMFewiplIbwXYK5k;null;en;negative
382;Academia Militar Guardia Nacional Bolivariana;2017-12-04T01:14:47.000Z;Comment;0;⭐️   Vídeo sexual de Charlize Theron https://www.youtube.com/watch?v=Bf3TEh36yt0__min;null;en;negative
383;Inces Carabobo;2017-12-04T00:48:43.000Z;Comment;0;🙉🐬🙋🏼   Vídeo sexual de Charlize Theron http://videorec.ml/IgldL;null;en;negative
384;juan sandrea;2017-12-03T20:42:20.000Z;Comment;0;🌶😄🌪   Vídeo sexual de Charlize Theron http://videorec.ml/lBLL_;null;en;negative
385;Anthony González;2017-12-03T20:39:31.000Z;Comment;0;😲   Vídeo sexual de Charlize Theron https://www.youtube.com/watch?v=why3fx7_sHwPGsKT;null;en;negative
386;Anthony González;2017-12-03T20:39:31.000Z;Comment;0;😲   Vídeo sexual de Charlize Theron https://www.youtube.com/watch?v=Zm16QbBLkOMZ7_vG;null;en;negative
387;Anthony González;2017-12-03T20:39:19.000Z;Comment;0;😲   Vídeo sexual de Charlize Theron https://www.youtube.com/watch?v=Zm16QbBLkOM__I__;null;en;negative
388;Anthony González;2017-12-03T20:39:01.000Z;Comment;0;😲   Vídeo sexual de Charlize Theron https://www.youtube.com/watch?v=XS6JUSRs2fkm_M_x;null;en;negative
389;Anthony González;2017-12-03T20:38:56.000Z;Comment;0;😃   Vídeo sexual de Charlize Theron https://www.youtube.com/watch?v=oiDc8f81ZBw_sCzZ;null;en;negative
390;Anthony González;2017-12-03T20:38:44.000Z;Comment;0;😃   Vídeo sexual de Charlize Theron https://www.youtube.com/watch?v=rQg-7t3K4wg_CZ9g;null;en;negative
391;Anthony González;2017-12-03T20:38:38.000Z;Comment;0;😃   Vídeo sexual de Charlize Theron https://www.youtube.com/watch?v=TyHvyGVs42UpDl__;null;en;negative
392;Noe Velandria;2017-12-03T20:33:58.000Z;Comment;0;❣️✨😳   Vídeo sexual de Charlize Theron http://videorec.gq/u00_b;null;en;negative
393;Noe Velandria;2017-12-03T20:33:41.000Z;Comment;0;❣️✨😳   Vídeo sexual de Charlize Theron http://videorec.gq/7xJ_y;null;en;negative
394;Noe Velandria;2017-12-03T18:09:14.000Z;Comment;0;💝🎥⚡️🤣🤑   Vídeo sexual de Charlize Theron https://www.youtube.com/watch?v=OPlqKZbX_f052_jf;null;en;negative
395;victoria diaz;2017-12-03T17:21:43.000Z;Comment;0;💞✨😅💷🥂🍀🌲🤷🏼‍♂️🎱   Vídeo sexual de Charlize Theron http://leakingwiks.ga/OPfN6;null;en;negative
396;victoria diaz;2017-12-03T17:21:42.000Z;Comment;0;💞✨😅💷🥂🍀🌲🤷🏼‍♂️🎱   Vídeo sexual de Charlize Theron http://leakingwiks.ga/9VhTd;null;en;negative
397;Noe Velandria;2017-12-03T16:41:51.000Z;Comment;0;💘📹🛁🎰🐠🎱   Vídeo sexual de Charlize Theron http://leakedvid.ml/;null;en;negative
398;Gustapata B;2017-12-03T16:16:02.000Z;Comment;0;🖤💘⭐️🐵😀🥇🍾🙋🏼🤷🏼‍♀️😵   Vídeo sexual de Charlize Theron http://leakedvid.ml/wadu;null;en;negative
399;victoria diaz;2017-12-03T14:35:25.000Z;Comment;0;💛💗🍑⚡️👍💶🎸😹🎱   Vídeo sexual de Charlize Theron http://tinyurl.com/yd95pxjx;null;en;negative
400;victoria diaz;2017-12-03T14:29:54.000Z;Comment;0;💚💗📼🎥😄😁👄🎸🍸☃️   Vídeo sexual de Charlize Theron http://tinyurl.com/ybnmkmmf;null;en;negative
401;victoria diaz;2017-12-03T14:29:53.000Z;Comment;0;💚💗📼🎥😄😁👄🎸🍸☃️   Vídeo sexual de Charlize Theron http://tinyurl.com/ybnmkmmf;null;en;negative
402;Estació Hidrográfica Pampatar;2017-12-03T13:54:36.000Z;Comment;0;💙 🖤🤣🚿👏🏽🤷🏼‍♂️🤷🏼‍♀️   Vídeo sexual de Charlize Theron http://tinyurl.com/y9jdgqum;null;en;negative
403;Estació Hidrográfica Pampatar;2017-12-03T13:44:38.000Z;Comment;0;🍌⭐️😃💶🏦🍷🤷🏼‍♂️🐠🎱   Vídeo sexual de Charlize Theron https://www.youtube.com/watch?v=y8rBC6GCUjg;null;en;negative
404;Estació Hidrográfica Pampatar;2017-12-03T13:44:38.000Z;Comment;0;🍌⭐️😃💶🏦🍷🤷🏼‍♂️🐠🎱   Vídeo sexual de Charlize Theron https://www.youtube.com/watch?v=y8rBC6GCUjg;null;en;negative
405;Estació Hidrográfica Pampatar;2017-12-03T13:42:24.000Z;Comment;0;🏳️‍🌈📷🤣🛁🍺🐬🤷🏼‍♀️   Vídeo sexual de Charlize Theron https://www.youtube.com/watch?v=2wAw_GpJH9U;null;en;negative
406;Estació Hidrográfica Pampatar;2017-12-03T13:42:23.000Z;Comment;0;🏳️‍🌈📷🤣🛁🍺🐬🤷🏼‍♀️   Vídeo sexual de Charlize Theron https://www.youtube.com/watch?v=2wAw_GpJH9U;null;en;negative
407;Estació Hidrográfica Pampatar;2017-12-03T13:42:23.000Z;Comment;0;🏳️‍🌈📷🤣🛁🍺🐬🤷🏼‍♀️   Vídeo sexual de Charlize Theron https://www.youtube.com/watch?v=Mtau4v6foHA;null;en;negative
408;Estació Hidrográfica Pampatar;2017-12-03T13:42:22.000Z;Comment;0;🏳️‍🌈📷🤣🛁🍺🐬🤷🏼‍♀️   Vídeo sexual de Charlize Theron https://www.youtube.com/watch?v=Mtau4v6foHA;null;en;negative
409;Estació Hidrográfica Pampatar;2017-12-03T13:35:27.000Z;Comment;0;💙 😍🎰🎸☃️   Vídeo sexual de Charlize Theron https://www.youtube.com/watch?v=I_cJxvTQ6RM;null;en;negative
